Transaction_ID,Date_ID,Product_ID,Business_Unit_ID,Region_ID,Department_ID,Customer_Segment,Sales_Channel,Units_Sold,Unit_Price,Discount_Amount,Revenue,COGS,Gross_Profit,Gross_Margin_Pct,OPEX,EBITDA,Cash_Inflow,Cash_Outflow,Net_Cashflow
TXN005037,20240716,P013,BU004,REG002,DEP001,Enterprise,Partner Sales,13,9473.24,17529.54,105622.58,48203.92,57418.66,0.5436,48292.48,9126.18,106847.67,95187.76,11659.91
TXN005038,20240713,P013,BU004,REG001,DEP001,Enterprise,Partner Sales,4,10035.95,5271.51,34872.29,14616.74,20255.55,0.5808,15377.88,4877.67,30494.49,31118.27,-623.78
TXN005039,20240717,P014,BU004,REG001,DEP001,Small Business,Online Sales,12,22114.89,2653.79,262724.89,94259.24,168465.65,0.6412,112714.62,55751.03,229771.0,215632.28,14138.72
TXN005040,20240713,P013,BU004,REG002,DEP006,Mid-Market,Direct Sales,6,10428.34,4429.32,58140.72,21523.64,36617.08,0.6298,15397.13,21219.95,61012.8,35229.23,25783.57
TXN005041,20240727,P013,BU004,REG001,DEP002,Mid-Market,Direct Sales,15,9778.33,13056.04,133618.91,50291.67,83327.24,0.6236,46282.05,37045.19,131521.97,97413.32,34108.65
TXN005042,20240730,P015,BU004,REG002,DEP001,Mid-Market,Partner Sales,13,16371.97,23289.61,189546.0,83658.94,105887.06,0.5586,76526.79,29360.27,184826.27,156475.99,28350.28
TXN005043,20240715,P015,BU004,REG001,DEP005,Small Business,Online Sales,13,17152.08,2229.77,220747.27,74174.74,146572.53,0.664,75079.81,71492.72,213616.71,135428.19,78188.52
TXN005044,20240711,P014,BU004,REG001,DEP005,Enterprise,Direct Sales,10,22735.42,26622.13,200732.07,78303.69,122428.38,0.6099,71193.13,51235.25,176632.57,147459.08,29173.49
TXN005045,20240724,P013,BU004,REG003,DEP006,Small Business,Online Sales,7,9228.69,646.01,63954.82,23539.33,40415.49,0.6319,16946.4,23469.09,57743.22,41891.48,15851.74
TXN005046,20240702,P015,BU004,REG001,DEP007,Enterprise,Direct Sales,11,15106.23,19263.3,146905.23,71234.68,75670.55,0.5151,38807.2,36863.35,137573.09,119844.96,17728.13
TXN005047,20240717,P014,BU004,REG003,DEP007,Mid-Market,Partner Sales,10,21641.45,23049.79,193364.71,76423.3,116941.41,0.6048,46716.83,70224.58,181621.87,113587.97,68033.9
TXN005048,20240713,P014,BU004,REG002,DEP002,Small Business,Online Sales,4,21663.42,1300.67,85353.01,30407.16,54945.85,0.6437,28857.48,26088.37,89121.69,58404.58,30717.11
TXN005049,20240718,P013,BU004,REG004,DEP001,Small Business,Online Sales,9,9728.96,875.61,86685.03,30337.13,56347.9,0.65,36389.74,19958.16,74441.05,72614.26,1826.79
TXN005050,20240715,P014,BU004,REG003,DEP007,Mid-Market,Partner Sales,9,21799.79,21436.19,174761.92,76648.51,98113.41,0.5614,50819.68,47293.73,149061.5,126689.7,22371.8
TXN005051,20240724,P015,BU004,REG002,DEP002,Mid-Market,Partner Sales,14,17135.04,28688.67,211201.89,84176.03,127025.86,0.6014,76183.62,50842.24,218166.85,172986.8,45180.05
TXN005052,20240715,P014,BU004,REG001,DEP002,Enterprise,Partner Sales,12,23071.84,42203.86,234658.22,102990.16,131668.06,0.5611,89470.69,42197.37,240644.69,199472.54,41172.15
TXN005053,20240708,P013,BU004,REG003,DEP007,Enterprise,Direct Sales,13,9422.2,12287.69,110200.91,48900.4,61300.51,0.5563,25762.28,35538.23,100053.36,80127.94,19925.42
TXN005054,20240715,P014,BU004,REG003,DEP001,Mid-Market,Partner Sales,4,21803.83,9845.28,77370.04,33420.59,43949.45,0.568,33373.82,10575.63,70736.72,70244.86,491.86
TXN005055,20240725,P013,BU004,REG001,DEP007,Mid-Market,Direct Sales,10,10290.54,6297.78,96607.62,34018.36,62589.26,0.6479,23940.54,38648.72,93555.48,53000.02,40555.46
TXN005056,20240711,P014,BU004,REG004,DEP001,Mid-Market,Partner Sales,6,20816.47,10662.69,114236.13,51659.54,62576.59,0.5478,52567.41,10009.18,101716.87,109699.03,-7982.16
TXN005057,20240823,P001,BU001,REG001,DEP005,Mid-Market,Partner Sales,4,51880.6,20426.37,187096.03,84152.93,102943.1,0.5502,55398.14,47544.96,191484.97,149032.71,42452.26
TXN005058,20240804,P004,BU001,REG003,DEP006,Enterprise,Online Sales,4,39119.2,12525.37,143951.43,67551.65,76399.78,0.5307,37267.93,39131.85,136139.81,95938.13,40201.68
TXN005059,20240813,P001,BU001,REG002,DEP002,Mid-Market,Partner Sales,2,51298.58,9059.46,93537.7,38094.3,55443.4,0.5927,34331.68,21111.72,92253.07,76927.06,15326.01
TXN005060,20240804,P002,BU001,REG003,DEP001,Enterprise,Direct Sales,3,31444.41,10284.85,84048.38,37772.14,46276.24,0.5506,36012.44,10263.8,80521.32,74775.87,5745.45
TXN005061,20240824,P003,BU001,REG001,DEP001,Enterprise,Direct Sales,2,18582.01,5116.29,32047.73,15475.68,16572.05,0.5171,12830.57,3741.48,27938.02,26327.29,1610.73
TXN005062,20240831,P003,BU001,REG001,DEP007,Small Business,Online Sales,4,20799.57,831.98,82366.3,32387.55,49978.75,0.6068,19872.73,30106.02,76970.99,53251.22,23719.77
TXN005063,20240817,P003,BU001,REG001,DEP006,Enterprise,Online Sales,2,21421.73,3763.99,39079.47,16932.63,22146.84,0.5667,8746.13,13400.71,38494.86,25960.38,12534.48
TXN005064,20240831,P001,BU001,REG001,DEP003,Mid-Market,Partner Sales,1,46643.08,5003.79,41639.29,21404.99,20234.3,0.4859,5706.1,14528.2,37691.97,26116.29,11575.68
TXN005065,20240828,P001,BU001,REG001,DEP008,Mid-Market,Partner Sales,1,46653.74,4936.87,41716.87,19639.62,22077.25,0.5292,6985.54,15091.71,38214.64,28288.96,9925.68
TXN005066,20240830,P001,BU001,REG001,DEP007,Mid-Market,Partner Sales,3,50923.59,16932.91,135837.86,63537.69,72300.17,0.5323,31839.97,40460.2,134510.42,88244.24,46266.18
TXN005067,20240822,P002,BU001,REG003,DEP001,Mid-Market,Partner Sales,1,30846.89,2935.57,27911.32,12610.73,15300.59,0.5482,11329.2,3971.39,27820.15,22215.08,5605.07
TXN005068,20240811,P001,BU001,REG003,DEP004,Mid-Market,Partner Sales,3,49698.2,13910.08,135184.52,64203.81,70980.71,0.5251,21027.43,49953.28,129405.84,80835.34,48570.5
TXN005069,20240820,P004,BU001,REG002,DEP001,Small Business,Partner Sales,3,42787.64,7715.28,120647.64,53854.46,66793.18,0.5536,49806.14,16987.04,120317.9,111240.05,9077.85
TXN005070,20240809,P002,BU001,REG003,DEP001,Enterprise,Partner Sales,1,28207.85,4101.11,24106.74,11539.61,12567.13,0.5213,10071.69,2495.44,24550.11,20168.16,4381.95
TXN005071,20240817,P003,BU001,REG001,DEP006,Enterprise,Direct Sales,3,18779.18,7875.09,48462.45,25746.48,22715.97,0.4687,10511.22,12204.75,46125.11,38480.4,7644.71
TXN005072,20240824,P001,BU001,REG003,DEP002,Mid-Market,Partner Sales,1,46082.3,4769.34,41312.96,19064.23,22248.73,0.5385,15661.97,6586.76,40862.95,36626.57,4236.38
TXN005073,20240813,P004,BU001,REG002,DEP001,Enterprise,Direct Sales,4,42061.17,21991.21,146253.47,67637.04,78616.43,0.5375,66294.65,12321.78,124674.08,136862.27,-12188.19
TXN005074,20240815,P003,BU001,REG001,DEP002,Enterprise,Direct Sales,3,18688.5,7679.89,48385.61,24014.41,24371.2,0.5037,16721.95,7649.25,41410.96,40488.73,922.23
TXN005075,20240811,P004,BU001,REG002,DEP006,Enterprise,Partner Sales,1,40661.68,4884.83,35776.85,17222.44,18554.41,0.5186,8101.22,10453.19,34722.92,24595.89,10127.03
TXN005076,20240803,P003,BU001,REG004,DEP001,Mid-Market,Direct Sales,2,21374.75,2999.32,39750.18,15689.28,24060.9,0.6053,17324.97,6735.93,38841.66,31138.24,7703.42
TXN005077,20240806,P004,BU001,REG001,DEP002,Small Business,Online Sales,4,37137.01,1485.48,147062.56,65694.37,81368.19,0.5533,54260.83,27107.36,133644.02,124633.92,9010.1
TXN005078,20240806,P004,BU001,REG001,DEP001,Enterprise,Direct Sales,1,37551.21,5112.11,32439.1,17999.87,14439.23,0.4451,13063.79,1375.44,31580.57,30825.75,754.82
TXN005079,20240809,P001,BU001,REG003,DEP001,Enterprise,Direct Sales,2,52968.34,12235.41,93701.27,41337.46,52363.81,0.5588,39608.87,12754.94,81552.5,77284.1,4268.4
TXN005080,20240802,P003,BU001,REG001,DEP001,Enterprise,Partner Sales,3,19288.18,8286.29,49578.25,24281.67,25296.58,0.5102,20090.59,5205.99,49770.25,42815.39,6954.86
TXN005081,20240828,P002,BU001,REG002,DEP007,Small Business,Direct Sales,3,29627.2,3496.07,85385.53,37825.14,47560.39,0.557,20281.11,27279.28,78607.06,53917.84,24689.22
TXN005082,20240825,P002,BU001,REG001,DEP001,Enterprise,Direct Sales,2,30385.26,7908.24,52862.28,25655.29,27206.99,0.5147,22367.45,4839.54,50974.24,43648.22,7326.02
TXN005083,20240826,P002,BU001,REG001,DEP002,Enterprise,Partner Sales,1,31039.41,4181.87,26857.54,11749.33,15108.21,0.5625,9332.41,5775.8,28088.86,20821.59,7267.27
TXN005084,20240818,P004,BU001,REG003,DEP006,Enterprise,Direct Sales,2,37977.34,7632.55,68322.13,33727.26,34594.87,0.5063,16534.01,18060.86,65132.19,55048.18,10084.01
TXN005085,20240801,P004,BU001,REG004,DEP001,Enterprise,Direct Sales,2,42391.98,9695.55,75088.41,36429.7,38658.71,0.5148,31278.68,7380.03,71734.48,73715.61,-1981.13
TXN005086,20240806,P002,BU001,REG002,DEP007,Mid-Market,Online Sales,1,31315.88,1528.65,29787.23,12248.71,17538.52,0.5888,6788.1,10750.42,25933.67,17648.76,8284.91
TXN005087,20240807,P004,BU001,REG003,DEP001,Enterprise,Partner Sales,3,37379.82,15275.39,96864.07,50314.62,46549.45,0.4806,38558.88,7990.57,83193.65,89787.96,-6594.31
TXN005088,20240823,P002,BU001,REG001,DEP002,Mid-Market,Online Sales,2,28119.54,2301.33,53937.75,23293.65,30644.1,0.5681,18296.63,12347.47,55800.14,40326.02,15474.12
TXN005089,20240826,P003,BU001,REG001,DEP007,Enterprise,Partner Sales,2,20663.06,5118.7,36207.42,17256.52,18950.9,0.5234,9228.36,9722.54,37050.77,27278.29,9772.48
TXN005090,20240822,P001,BU001,REG001,DEP005,Mid-Market,Partner Sales,4,49781.7,16153.85,182972.95,81564.25,101408.7,0.5542,56040.36,45368.34,185184.32,124590.8,60593.52
TXN005091,20240819,P001,BU001,REG001,DEP005,Enterprise,Partner Sales,4,49620.05,31050.47,167429.73,84967.48,82462.25,0.4925,55424.46,27037.79,175607.86,141614.45,33993.41
TXN005092,20240812,P001,BU001,REG002,DEP005,Enterprise,Partner Sales,4,47740.34,23419.07,167542.29,82614.37,84927.92,0.5069,56831.18,28096.74,145654.59,138361.76,7292.83
TXN005093,20240803,P003,BU001,REG004,DEP001,Small Business,Online Sales,4,20679.47,827.18,81890.7,32245.64,49645.06,0.6062,36607.94,13037.12,82148.44,69697.21,12451.23
TXN005094,20240808,P003,BU001,REG001,DEP002,Small Business,Online Sales,2,18765.09,375.3,37154.88,16985.26,20169.62,0.5429,14123.39,6046.23,32412.73,28945.3,3467.43
TXN005095,20240826,P001,BU001,REG004,DEP006,Enterprise,Direct Sales,2,48986.36,10232.72,87740.0,39853.84,47886.16,0.5458,20652.71,27233.45,85717.97,61943.21,23774.76
TXN005096,20240819,P001,BU001,REG002,DEP006,Mid-Market,Partner Sales,2,51777.54,10966.33,92588.75,41996.05,50592.7,0.5464,25006.57,25586.13,91995.1,64273.35,27721.75
TXN005097,20240824,P004,BU001,REG001,DEP002,Mid-Market,Online Sales,1,43076.15,2884.19,40191.96,17152.05,23039.91,0.5732,15112.97,7926.94,39737.98,32318.83,7419.15
TXN005098,20240829,P002,BU001,REG002,DEP001,Mid-Market,Partner Sales,4,28619.34,10752.68,103724.68,51199.71,52524.97,0.5064,42780.32,9744.65,93660.97,100915.57,-7254.6
TXN005099,20240809,P003,BU001,REG002,DEP002,Mid-Market,Partner Sales,2,20435.01,4488.56,36381.46,16246.69,20134.77,0.5534,12576.95,7557.82,37351.53,26481.78,10869.75
TXN005100,20240819,P001,BU001,REG003,DEP007,Mid-Market,Direct Sales,3,46513.38,12728.88,126811.26,59541.37,67269.89,0.5305,29619.93,37649.96,122145.75,87334.75,34811.0
TXN005101,20240824,P002,BU001,REG003,DEP007,Mid-Market,Online Sales,4,28881.49,6424.98,109100.98,50128.64,58972.34,0.5405,30073.0,28899.34,112668.44,80977.13,31691.31
TXN005102,20240824,P002,BU001,REG002,DEP001,Mid-Market,Direct Sales,1,28063.14,2658.96,25404.18,12741.81,12662.37,0.4984,10803.6,1858.77,23852.73,23133.36,719.37
TXN005103,20240828,P004,BU001,REG002,DEP001,Mid-Market,Online Sales,2,42116.51,3156.0,81077.02,36061.5,45015.52,0.5552,32905.15,12110.37,74476.78,68685.56,5791.22
TXN005104,20240829,P003,BU001,REG002,DEP005,Enterprise,Direct Sales,4,19737.81,8132.39,70818.85,32390.17,38428.68,0.5426,24224.48,14204.2,72923.63,59111.94,13811.69
TXN005105,20240821,P001,BU001,REG001,DEP002,Small Business,Online Sales,2,53131.41,1062.63,105200.19,40288.89,64911.3,0.617,39399.93,25511.37,106583.0,82397.11,24185.89
TXN005106,20240827,P001,BU001,REG004,DEP006,Enterprise,Direct Sales,4,46321.68,22486.5,162800.22,77552.65,85247.57,0.5236,41006.16,44241.41,141183.24,118019.67,23163.57
TXN005107,20240824,P003,BU001,REG001,DEP005,Mid-Market,Partner Sales,3,20634.69,5873.51,56030.56,22922.44,33108.12,0.5909,17770.83,15337.29,52541.92,38715.95,13825.97
TXN005108,20240810,P001,BU001,REG002,DEP003,Mid-Market,Partner Sales,2,50115.24,11714.53,88515.95,42843.91,45672.04,0.516,12985.48,32686.56,76579.25,53127.87,23451.38
TXN005109,20240802,P001,BU001,REG003,DEP001,Mid-Market,Partner Sales,2,51548.13,8756.66,94339.6,41771.2,52568.4,0.5572,41460.56,11107.84,96607.31,87628.44,8978.87
TXN005110,20240829,P004,BU001,REG001,DEP007,Enterprise,Direct Sales,4,42987.37,23611.84,148337.64,69698.75,78638.89,0.5301,40011.03,38627.86,140278.5,108620.39,31658.11
TXN005111,20240818,P001,BU001,REG002,DEP007,Mid-Market,Partner Sales,1,53781.78,5211.46,48570.32,20516.86,28053.46,0.5776,12344.12,15709.34,43825.26,31738.82,12086.44
TXN005112,20240817,P003,BU001,REG001,DEP001,Enterprise,Partner Sales,3,21058.28,9686.71,53488.13,22872.84,30615.29,0.5724,23431.23,7184.06,46216.45,48017.55,-1801.1
TXN005113,20240824,P003,BU001,REG001,DEP002,Small Business,Online Sales,4,19074.14,762.97,75533.59,32287.61,43245.98,0.5725,25340.58,17905.4,68630.47,57660.2,10970.27
TXN005114,20240805,P004,BU001,REG002,DEP002,Enterprise,Direct Sales,4,41659.87,20050.1,146589.38,72744.51,73844.87,0.5038,52079.42,21765.45,135294.37,123358.25,11936.12
TXN005115,20240815,P003,BU001,REG004,DEP001,Small Business,Partner Sales,3,21463.42,4347.99,60042.27,24241.56,35800.71,0.5963,24798.02,11002.69,62688.99,45495.65,17193.34
TXN005116,20240823,P001,BU001,REG001,DEP001,Small Business,Partner Sales,2,48770.34,5750.28,91790.4,41020.23,50770.17,0.5531,41580.81,9189.36,96198.45,89219.31,6979.14
TXN005117,20240813,P003,BU001,REG003,DEP002,Small Business,Online Sales,4,19517.93,1948.81,76122.91,31968.74,44154.17,0.58,26563.85,17590.32,71751.5,62403.09,9348.41
TXN005118,20240822,P003,BU001,REG002,DEP006,Enterprise,Direct Sales,2,19929.26,4842.09,35016.43,15418.47,19597.96,0.5597,7908.0,11689.96,36163.57,24899.38,11264.19
TXN005119,20240818,P002,BU001,REG003,DEP005,Enterprise,Partner Sales,2,30936.51,7469.63,54403.39,23809.53,30593.86,0.5624,16607.6,13986.26,54933.74,37890.51,17043.23
TXN005120,20240812,P002,BU001,REG003,DEP007,Mid-Market,Online Sales,3,28789.32,5349.95,81018.01,34598.22,46419.79,0.573,22947.26,23472.53,81333.74,57594.82,23738.92
TXN005121,20240821,P002,BU001,REG002,DEP006,Enterprise,Direct Sales,2,28358.99,6792.93,49925.05,24605.17,25319.88,0.5072,13652.17,11667.71,45120.39,41682.74,3437.65
TXN005122,20240815,P003,BU001,REG002,DEP001,Small Business,Online Sales,2,19316.88,654.3,37979.46,17242.05,20737.41,0.546,16767.2,3970.21,37922.65,36918.81,1003.84
TXN005123,20240826,P002,BU001,REG002,DEP007,Mid-Market,Direct Sales,2,30698.82,4478.37,56919.27,23931.62,32987.65,0.5796,14362.51,18625.14,59663.74,34762.16,24901.58
TXN005124,20240802,P003,BU001,REG003,DEP001,Small Business,Partner Sales,3,18534.72,3778.67,51825.49,25478.33,26347.16,0.5084,22463.67,3883.49,52757.58,43213.67,9543.91
TXN005125,20240826,P004,BU001,REG003,DEP002,Small Business,Online Sales,1,42736.28,807.43,41928.85,16244.55,25684.3,0.6126,15329.84,10354.46,40185.8,31645.4,8540.4
TXN005126,20240824,P001,BU001,REG002,DEP007,Small Business,Online Sales,3,50460.53,4532.66,146848.93,60939.14,85909.79,0.585,33969.45,51940.34,124848.52,89442.51,35406.01
TXN005127,20240822,P003,BU001,REG003,DEP003,Enterprise,Direct Sales,3,18739.77,6442.28,49777.03,24841.94,24935.09,0.5009,7074.8,17860.29,46061.18,30067.79,15993.39
TXN005128,20240809,P002,BU001,REG001,DEP001,Small Business,Partner Sales,1,31071.02,1515.82,29555.2,11897.99,17657.21,0.5974,12328.71,5328.5,28988.34,24056.91,4931.43
TXN005129,20240831,P001,BU001,REG003,DEP007,Enterprise,Partner Sales,1,48293.81,6726.1,41567.71,19255.7,22312.01,0.5368,10225.14,12086.87,36484.26,26810.53,9673.73
TXN005130,20240821,P002,BU001,REG002,DEP001,Mid-Market,Direct Sales,4,31279.71,10969.42,114149.42,46959.7,67189.72,0.5886,48123.73,19065.99,106288.59,98306.59,7982.0
TXN005131,20240817,P004,BU001,REG001,DEP007,Mid-Market,Online Sales,4,42433.36,8362.48,161370.96,65218.89,96152.07,0.5958,38997.66,57154.41,160090.11,101107.98,58982.13
TXN005132,20240808,P001,BU001,REG002,DEP001,Enterprise,Direct Sales,1,50029.74,6727.36,43302.38,21309.37,21993.01,0.5079,18645.1,3347.91,44526.61,36542.21,7984.4
TXN005133,20240814,P001,BU001,REG003,DEP002,Enterprise,Direct Sales,1,47476.66,6576.8,40899.86,19011.91,21887.95,0.5352,15083.76,6804.19,40502.64,36477.57,4025.07
TXN005134,20240814,P003,BU001,REG002,DEP001,Mid-Market,Direct Sales,4,19911.91,7900.8,71746.84,30688.59,41058.25,0.5723,31983.41,9074.84,69746.69,62978.53,6768.16
TXN005135,20240811,P003,BU001,REG002,DEP001,Mid-Market,Direct Sales,4,20227.78,5262.16,75648.96,33710.07,41938.89,0.5544,31626.02,10312.87,67719.77,70759.57,-3039.8
TXN005136,20240810,P002,BU001,REG003,DEP007,Mid-Market,Direct Sales,3,29326.68,6135.84,81844.2,35602.74,46241.46,0.565,19726.26,26515.2,80550.94,49844.68,30706.26
TXN005137,20240804,P003,BU001,REG004,DEP007,Enterprise,Direct Sales,4,20861.85,9327.97,74119.43,31917.4,42202.03,0.5694,17232.8,24969.23,75430.93,49983.39,25447.54
TXN005138,20240823,P003,BU001,REG001,DEP006,Enterprise,Direct Sales,2,19268.68,5285.27,33252.09,15837.91,17414.18,0.5237,8217.03,9197.15,31176.32,23909.49,7266.83
TXN005139,20240807,P001,BU001,REG001,DEP003,Mid-Market,Partner Sales,2,52731.31,11732.65,93729.97,42631.68,51098.29,0.5452,12727.72,38370.57,96336.87,60202.46,36134.41
TXN005140,20240815,P003,BU001,REG004,DEP002,Enterprise,Direct Sales,4,19800.08,8304.54,70895.78,34263.55,36632.23,0.5167,26582.17,10050.06,65065.01,56912.55,8152.46
TXN005141,20240810,P004,BU001,REG001,DEP006,Mid-Market,Online Sales,2,40553.73,3855.44,77252.02,36405.36,40846.66,0.5287,18704.06,22142.6,75438.78,55613.63,19825.15
TXN005142,20240831,P002,BU001,REG003,DEP001,Mid-Market,Partner Sales,2,27868.9,6530.74,49207.06,23758.91,25448.15,0.5172,21161.54,4286.61,50104.75,41975.99,8128.76
TXN005143,20240816,P004,BU001,REG002,DEP002,Small Business,Online Sales,3,38144.89,1144.35,113290.32,49778.51,63511.81,0.5606,39368.64,24143.17,116411.94,95549.06,20862.88
TXN005144,20240809,P001,BU001,REG001,DEP006,Small Business,Online Sales,2,49508.6,1202.12,97815.08,42305.58,55509.5,0.5675,20905.01,34604.49,92305.64,61124.27,31181.37
TXN005145,20240831,P001,BU001,REG003,DEP005,Mid-Market,Direct Sales,2,51911.67,9091.73,94731.61,42414.62,52316.99,0.5523,32287.41,20029.58,89249.62,73957.88,15291.74
TXN005146,20240826,P001,BU001,REG003,DEP001,Mid-Market,Partner Sales,1,53770.53,4441.02,49329.51,19921.12,29408.39,0.5962,20813.47,8594.92,51257.28,42263.29,8993.99
TXN005147,20240825,P002,BU001,REG001,DEP006,Mid-Market,Partner Sales,1,27948.23,2718.63,25229.6,12301.69,12927.91,0.5124,6002.0,6925.91,23798.71,17464.61,6334.1
TXN005148,20240805,P002,BU001,REG001,DEP006,Enterprise,Partner Sales,3,32097.24,15091.34,81200.38,36028.61,45171.77,0.5563,21034.08,24137.69,69075.31,52734.33,16340.98
TXN005149,20240828,P004,BU001,REG003,DEP001,Mid-Market,Online Sales,2,38771.73,2362.9,75180.56,32366.21,42814.35,0.5695,31150.92,11663.43,71191.71,62835.66,8356.05
TXN005150,20240806,P004,BU001,REG003,DEP007,Enterprise,Direct Sales,4,43089.3,21602.5,150754.7,68230.38,82524.32,0.5474,39550.44,42973.88,146359.63,104946.36,41413.27
TXN005151,20240806,P003,BU001,REG001,DEP002,Enterprise,Direct Sales,3,18542.99,7507.91,48121.06,25592.21,22528.85,0.4682,17662.4,4866.45,48060.64,41996.74,6063.9
TXN005152,20240812,P004,BU001,REG001,DEP001,Enterprise,Direct Sales,3,40057.22,14083.95,106087.71,54138.11,51949.6,0.4897,47999.13,3950.47,91853.96,92080.15,-226.19
TXN005153,20240801,P004,BU001,REG002,DEP002,Enterprise,Partner Sales,4,41776.21,21783.6,145321.24,65517.43,79803.81,0.5492,53711.21,26092.6,140244.22,125888.73,14355.49
TXN005154,20240801,P002,BU001,REG002,DEP004,Small Business,Partner Sales,2,29282.21,4044.83,54519.59,23757.71,30761.88,0.5642,6265.14,24496.74,53004.85,31462.77,21542.08
TXN005155,20240801,P002,BU001,REG003,DEP006,Enterprise,Direct Sales,4,32274.07,14804.55,114291.73,46060.87,68230.86,0.597,28687.22,39543.64,112684.6,77798.58,34886.02
TXN005156,20240810,P002,BU001,REG003,DEP001,Enterprise,Direct Sales,4,32038.81,14529.85,113625.39,47459.74,66165.65,0.5823,48912.83,17252.82,102770.24,94660.65,8109.59
TXN005157,20240816,P001,BU001,REG002,DEP001,Enterprise,Partner Sales,3,48649.59,19034.41,126914.36,59321.92,67592.44,0.5326,50880.05,16712.39,127336.26,110103.53,17232.73
TXN005158,20240804,P003,BU001,REG002,DEP001,Mid-Market,Partner Sales,3,18412.96,6542.03,48696.85,22965.93,25730.92,0.5284,21354.26,4376.66,49081.23,45771.73,3309.5
TXN005159,20240804,P004,BU001,REG002,DEP001,Enterprise,Partner Sales,4,37922.22,22725.2,128963.68,72513.97,56449.71,0.4377,53647.61,2802.1,113157.75,137652.73,-24494.98
TXN005160,20240817,P004,BU001,REG002,DEP001,Mid-Market,Direct Sales,3,37008.27,7277.11,103747.7,54018.39,49729.31,0.4793,44707.5,5021.81,104207.02,94430.94,9776.08
TXN005161,20240806,P002,BU001,REG004,DEP007,Small Business,Online Sales,2,30862.52,617.25,61107.79,25696.81,35410.98,0.5795,14641.92,20769.06,59474.29,42335.76,17138.53
TXN005162,20240816,P003,BU001,REG001,DEP002,Mid-Market,Online Sales,4,18851.22,4966.5,70438.38,33496.53,36941.85,0.5245,23535.37,13406.48,66022.97,58343.08,7679.89
TXN005163,20240806,P004,BU001,REG002,DEP007,Enterprise,Partner Sales,4,39870.32,24430.33,135050.95,71318.84,63732.11,0.4719,33392.65,30339.46,135837.99,107534.2,28303.79
TXN005164,20240823,P003,BU001,REG001,DEP007,Mid-Market,Direct Sales,2,18999.82,2815.27,35184.37,16837.46,18346.91,0.5215,8299.43,10047.48,30803.57,23093.98,7709.59
TXN005165,20240823,P001,BU001,REG003,DEP001,Enterprise,Partner Sales,2,52935.59,15707.73,90163.45,41511.28,48652.17,0.5396,40817.53,7834.64,83082.37,86673.67,-3591.3
TXN005166,20240829,P001,BU001,REG003,DEP003,Mid-Market,Online Sales,3,48356.16,4937.05,140131.43,58372.51,81758.92,0.5834,24819.0,56939.92,144135.14,81707.0,62428.14
TXN005167,20240830,P004,BU001,REG001,DEP004,Small Business,Online Sales,3,41266.36,1237.99,122561.09,49628.39,72932.7,0.5951,14186.68,58746.02,107687.61,61639.24,46048.37
TXN005168,20240823,P004,BU001,REG003,DEP001,Small Business,Online Sales,2,40549.83,2111.36,78988.3,34511.59,44476.71,0.5631,32904.12,11572.59,81798.51,66504.97,15293.54
TXN005169,20240804,P004,BU001,REG002,DEP001,Small Business,Partner Sales,3,39203.07,7260.59,110348.62,53028.69,57319.93,0.5194,49466.27,7853.66,107682.77,110118.97,-2436.2
TXN005170,20240817,P003,BU001,REG004,DEP006,Enterprise,Partner Sales,2,20831.63,5226.56,36436.7,15261.81,21174.89,0.5811,9081.6,12093.29,31020.09,25088.85,5931.24
TXN005171,20240804,P004,BU001,REG003,DEP007,Small Business,Partner Sales,1,37532.35,2237.77,35294.58,17357.55,17937.03,0.5082,8915.09,9021.94,31098.29,23694.53,7403.76
TXN005172,20240821,P002,BU001,REG003,DEP008,Enterprise,Online Sales,1,31012.69,2746.44,28266.25,12783.93,15482.32,0.5477,4118.93,11363.39,24321.31,16005.34,8315.97
TXN005173,20240811,P003,BU001,REG001,DEP001,Enterprise,Direct Sales,4,18974.25,10616.06,65280.94,30924.24,34356.7,0.5263,26878.27,7478.43,65569.79,60053.33,5516.46
TXN005174,20240815,P001,BU001,REG004,DEP006,Mid-Market,Direct Sales,4,46655.11,11306.42,175314.02,79254.62,96059.4,0.5479,41514.91,54544.49,157931.43,129841.55,28089.88
TXN005175,20240820,P002,BU001,REG003,DEP002,Mid-Market,Partner Sales,1,32246.09,3533.7,28712.39,12939.33,15773.06,0.5493,9627.96,6145.1,27677.09,22739.15,4937.94
TXN005176,20240813,P001,BU001,REG003,DEP007,Mid-Market,Direct Sales,4,47376.2,17103.56,172401.24,79420.27,92980.97,0.5393,45881.27,47099.7,175872.46,127612.53,48259.93
TXN005177,20240812,P003,BU001,REG003,DEP001,Small Business,Online Sales,2,19247.17,808.46,37685.88,15259.8,22426.08,0.5951,15364.06,7062.02,38832.6,29283.05,9549.55
TXN005178,20240814,P002,BU001,REG003,DEP007,Small Business,Partner Sales,1,27648.88,1965.94,25682.94,12466.48,13216.46,0.5146,6394.73,6821.73,26150.11,17503.53,8646.58
TXN005179,20240809,P003,BU001,REG002,DEP002,Mid-Market,Online Sales,2,20566.32,2401.56,38731.08,17243.89,21487.19,0.5548,14683.16,6804.03,36815.95,31528.39,5287.56
TXN005180,20240808,P004,BU001,REG001,DEP001,Mid-Market,Partner Sales,1,41663.44,4039.37,37624.07,16659.76,20964.31,0.5572,15721.29,5243.02,33053.54,32628.8,424.74
