Budget_ID,Date_ID,Product_ID,Business_Unit_ID,Region_ID,Department_ID,Budget_Category,Budget_Amount,Forecast_Amount,Scenario,Budget_Version
BUD000738,20240801,P009,BU003,REG003,DEP003,Cash Outflow,3627232.96,3676067.94,Base,Original
BUD000739,20240801,P009,BU003,REG004,DEP001,Revenue,1178287.44,1155450.76,Base,Original
BUD000740,20240801,P009,BU003,REG004,DEP006,COGS,522779.95,486163.85,Base,Original
BUD000741,20240801,P009,BU003,REG004,DEP005,OPEX,372077.42,415528.86,Base,Original
BUD000742,20240801,P009,BU003,REG004,DEP003,EBITDA,285404.48,280259.29,Base,Original
BUD000743,20240801,P009,BU003,REG004,DEP003,Cash Inflow,1099372.49,1138001.18,Base,Original
BUD000744,20240801,P009,BU003,REG004,DEP003,Cash Outflow,836325.52,904390.75,Base,Original
BUD000745,20240801,P013,BU004,REG001,DEP001,Revenue,6588586.99,7488321.21,Base,Original
BUD000746,20240801,P013,BU004,REG001,DEP006,COGS,2903829.48,3117948.6,Base,Original
BUD000747,20240801,P013,BU004,REG001,DEP005,OPEX,2191158.76,2363884.95,Base,Original
BUD000748,20240801,P013,BU004,REG001,DEP003,EBITDA,2025191.72,2212647.41,Base,Original
BUD000749,20240801,P013,BU004,REG001,DEP003,Cash Inflow,6490185.13,7390692.38,Base,Original
BUD000750,20240801,P013,BU004,REG001,DEP003,Cash Outflow,4929553.79,5408166.47,Base,Original
BUD000751,20240801,P013,BU004,REG002,DEP001,Revenue,4187869.96,4709186.08,Base,Original
BUD000752,20240801,P013,BU004,REG002,DEP006,COGS,1889582.56,1794179.11,Base,Original
BUD000753,20240801,P013,BU004,REG002,DEP005,OPEX,1383309.37,1489867.32,Base,Original
BUD000754,20240801,P013,BU004,REG002,DEP003,EBITDA,1271165.06,1293776.73,Base,Original
BUD000755,20240801,P013,BU004,REG002,DEP003,Cash Inflow,3918700.67,4441612.95,Base,Original
BUD000756,20240801,P013,BU004,REG002,DEP003,Cash Outflow,3269808.24,3458890.47,Base,Original
BUD000757,20240801,P013,BU004,REG003,DEP001,Revenue,3548665.6,4050426.57,Base,Original
BUD000758,20240801,P013,BU004,REG003,DEP006,COGS,1569241.64,1640522.29,Base,Original
BUD000759,20240801,P013,BU004,REG003,DEP005,OPEX,1301283.17,1356473.35,Base,Original
BUD000760,20240801,P013,BU004,REG003,DEP003,EBITDA,978207.72,1029102.12,Base,Original
BUD000761,20240801,P013,BU004,REG003,DEP003,Cash Inflow,3366652.77,3982583.75,Base,Original
BUD000762,20240801,P013,BU004,REG003,DEP003,Cash Outflow,2842726.49,3023110.4,Base,Original
BUD000763,20240801,P013,BU004,REG004,DEP001,Revenue,1968445.74,2265613.62,Base,Original
BUD000764,20240801,P013,BU004,REG004,DEP006,COGS,948926.08,879724.64,Base,Original
BUD000765,20240801,P013,BU004,REG004,DEP005,OPEX,742298.21,794417.62,Base,Original
BUD000766,20240801,P013,BU004,REG004,DEP003,EBITDA,531245.23,552650.19,Base,Original
BUD000767,20240801,P013,BU004,REG004,DEP003,Cash Inflow,1977845.04,2156778.42,Base,Original
BUD000768,20240801,P013,BU004,REG004,DEP003,Cash Outflow,1642732.31,1754604.91,Base,Original
BUD000769,20240901,P001,BU001,REG001,DEP001,Revenue,7570844.24,8026528.17,Base,Original
BUD000770,20240901,P001,BU001,REG001,DEP006,COGS,3567514.12,3783739.64,Base,Original
BUD000771,20240901,P001,BU001,REG001,DEP002,OPEX,2409136.21,2550804.41,Base,Original
BUD000772,20240901,P001,BU001,REG001,DEP003,EBITDA,1841215.8,1833999.13,Base,Original
BUD000773,20240901,P001,BU001,REG001,DEP003,Cash Inflow,7420952.68,7523667.35,Base,Original
BUD000774,20240901,P001,BU001,REG001,DEP003,Cash Outflow,5803484.74,6088118.15,Base,Original
BUD000775,20240901,P001,BU001,REG002,DEP001,Revenue,5546097.45,5400460.93,Base,Original
BUD000776,20240901,P001,BU001,REG002,DEP006,COGS,2292676.29,2434946.11,Base,Original
BUD000777,20240901,P001,BU001,REG002,DEP002,OPEX,1763303.81,1851019.28,Base,Original
BUD000778,20240901,P001,BU001,REG002,DEP003,EBITDA,1206919.88,1158532.52,Base,Original
BUD000779,20240901,P001,BU001,REG002,DEP003,Cash Inflow,5103761.73,5107454.92,Base,Original
BUD000780,20240901,P001,BU001,REG002,DEP003,Cash Outflow,3972384.12,4389837.2,Base,Original
BUD000781,20240901,P001,BU001,REG003,DEP001,Revenue,4208958.56,4591140.24,Base,Original
BUD000782,20240901,P001,BU001,REG003,DEP006,COGS,2106701.4,2096579.64,Base,Original
BUD000783,20240901,P001,BU001,REG003,DEP002,OPEX,1465799.22,1617503.74,Base,Original
BUD000784,20240901,P001,BU001,REG003,DEP003,EBITDA,962681.71,1013077.43,Base,Original
BUD000785,20240901,P001,BU001,REG003,DEP003,Cash Inflow,4056436.95,4557718.42,Base,Original
BUD000786,20240901,P001,BU001,REG003,DEP003,Cash Outflow,3486340.55,3650058.24,Base,Original
BUD000787,20240901,P001,BU001,REG004,DEP001,Revenue,3196652.61,3226112.49,Base,Original
BUD000788,20240901,P001,BU001,REG004,DEP006,COGS,1394891.32,1511956.74,Base,Original
BUD000789,20240901,P001,BU001,REG004,DEP002,OPEX,1077568.58,1161157.64,Base,Original
BUD000790,20240901,P001,BU001,REG004,DEP003,EBITDA,664875.38,662707.38,Base,Original
BUD000791,20240901,P001,BU001,REG004,DEP003,Cash Inflow,3110189.99,3193893.33,Base,Original
BUD000792,20240901,P001,BU001,REG004,DEP003,Cash Outflow,2450074.78,2701573.52,Base,Original
BUD000793,20240901,P005,BU002,REG001,DEP001,Revenue,8404212.15,9086317.81,Base,Original
BUD000794,20240901,P005,BU002,REG001,DEP006,COGS,4354330.72,4066101.45,Base,Original
BUD000795,20240901,P005,BU002,REG001,DEP005,OPEX,2873982.99,3269095.26,Base,Original
BUD000796,20240901,P005,BU002,REG001,DEP003,EBITDA,1753165.24,1752182.32,Base,Original
BUD000797,20240901,P005,BU002,REG001,DEP003,Cash Inflow,7621407.52,8270915.48,Base,Original
BUD000798,20240901,P005,BU002,REG001,DEP003,Cash Outflow,6582028.58,7019112.03,Base,Original
BUD000799,20240901,P005,BU002,REG002,DEP001,Revenue,6098071.97,5970467.95,Base,Original
BUD000800,20240901,P005,BU002,REG002,DEP006,COGS,2967543.36,2816128.5,Base,Original
BUD000801,20240901,P005,BU002,REG002,DEP005,OPEX,2012310.93,2163938.56,Base,Original
BUD000802,20240901,P005,BU002,REG002,DEP003,EBITDA,1258712.8,1210984.05,Base,Original
BUD000803,20240901,P005,BU002,REG002,DEP003,Cash Inflow,5706211.97,5858506.42,Base,Original
BUD000804,20240901,P005,BU002,REG002,DEP003,Cash Outflow,4609343.37,4715128.19,Base,Original
BUD000805,20240901,P005,BU002,REG003,DEP001,Revenue,4916851.11,5457576.17,Base,Original
BUD000806,20240901,P005,BU002,REG003,DEP006,COGS,2756004.15,2594143.21,Base,Original
BUD000807,20240901,P005,BU002,REG003,DEP005,OPEX,1869017.81,1986236.39,Base,Original
BUD000808,20240901,P005,BU002,REG003,DEP003,EBITDA,1017626.49,1030991.28,Base,Original
BUD000809,20240901,P005,BU002,REG003,DEP003,Cash Inflow,4650331.82,5336565.0,Base,Original
BUD000810,20240901,P005,BU002,REG003,DEP003,Cash Outflow,4065796.22,4366447.31,Base,Original
BUD000811,20240901,P005,BU002,REG004,DEP001,Revenue,2079590.23,2115719.53,Base,Original
BUD000812,20240901,P005,BU002,REG004,DEP006,COGS,938202.96,977511.45,Base,Original
BUD000813,20240901,P005,BU002,REG004,DEP005,OPEX,674090.69,727570.6,Base,Original
BUD000814,20240901,P005,BU002,REG004,DEP003,EBITDA,441887.51,436644.92,Base,Original
BUD000815,20240901,P005,BU002,REG004,DEP003,Cash Inflow,1855000.15,1952373.75,Base,Original
BUD000816,20240901,P005,BU002,REG004,DEP003,Cash Outflow,1522654.96,1709142.87,Base,Original
BUD000817,20240901,P009,BU003,REG001,DEP001,Revenue,6692812.76,6966067.11,Base,Original
BUD000818,20240901,P009,BU003,REG001,DEP006,COGS,2853422.28,2827980.84,Base,Original
BUD000819,20240901,P009,BU003,REG001,DEP005,OPEX,2142254.02,2306858.12,Base,Original
BUD000820,20240901,P009,BU003,REG001,DEP003,EBITDA,1852626.73,1790619.76,Base,Original
BUD000821,20240901,P009,BU003,REG001,DEP003,Cash Inflow,6198448.77,6873383.31,Base,Original
BUD000822,20240901,P009,BU003,REG001,DEP003,Cash Outflow,4694034.72,5278367.3,Base,Original
BUD000823,20240901,P009,BU003,REG002,DEP001,Revenue,7287553.85,7195119.71,Base,Original
BUD000824,20240901,P009,BU003,REG002,DEP006,COGS,2755858.18,2929963.81,Base,Original
BUD000825,20240901,P009,BU003,REG002,DEP005,OPEX,2151102.37,2411736.58,Base,Original
BUD000826,20240901,P009,BU003,REG002,DEP003,EBITDA,1894497.98,1827649.92,Base,Original
BUD000827,20240901,P009,BU003,REG002,DEP003,Cash Inflow,6797791.52,6482353.63,Base,Original
BUD000828,20240901,P009,BU003,REG002,DEP003,Cash Outflow,4952953.52,5208838.57,Base,Original
BUD000829,20240901,P009,BU003,REG003,DEP001,Revenue,5041419.75,5455908.02,Base,Original
BUD000830,20240901,P009,BU003,REG003,DEP006,COGS,2296899.04,2192428.72,Base,Original
BUD000831,20240901,P009,BU003,REG003,DEP005,OPEX,1742210.43,1907082.74,Base,Original
BUD000832,20240901,P009,BU003,REG003,DEP003,EBITDA,1332190.54,1319652.58,Base,Original
BUD000833,20240901,P009,BU003,REG003,DEP003,Cash Inflow,4684288.03,5290881.11,Base,Original
BUD000834,20240901,P009,BU003,REG003,DEP003,Cash Outflow,3785884.42,4155331.44,Base,Original
BUD000835,20240901,P009,BU003,REG004,DEP001,Revenue,4799067.51,4959326.87,Base,Original
BUD000836,20240901,P009,BU003,REG004,DEP006,COGS,1789750.63,1887918.84,Base,Original
BUD000837,20240901,P009,BU003,REG004,DEP005,OPEX,1480868.46,1646086.46,Base,Original
BUD000838,20240901,P009,BU003,REG004,DEP003,EBITDA,1339328.79,1269234.05,Base,Original
BUD000839,20240901,P009,BU003,REG004,DEP003,Cash Inflow,4381235.93,4696121.27,Base,Original
BUD000840,20240901,P009,BU003,REG004,DEP003,Cash Outflow,3457546.9,3664004.61,Base,Original
BUD000841,20240901,P013,BU004,REG001,DEP001,Revenue,6155320.25,6951626.33,Base,Original
BUD000842,20240901,P013,BU004,REG001,DEP006,COGS,3146762.09,2977623.3,Base,Original
BUD000843,20240901,P013,BU004,REG001,DEP005,OPEX,2419242.64,2633184.59,Base,Original
BUD000844,20240901,P013,BU004,REG001,DEP003,EBITDA,1487782.96,1546782.23,Base,Original
BUD000845,20240901,P013,BU004,REG001,DEP003,Cash Inflow,5755429.15,6721599.67,Base,Original
BUD000846,20240901,P013,BU004,REG001,DEP003,Cash Outflow,5317072.02,5426225.58,Base,Original
BUD000847,20240901,P013,BU004,REG002,DEP001,Revenue,4525913.91,4865742.07,Base,Original
BUD000848,20240901,P013,BU004,REG002,DEP006,COGS,1886083.22,1966418.2,Base,Original
BUD000849,20240901,P013,BU004,REG002,DEP005,OPEX,1585549.4,1725658.23,Base,Original
BUD000850,20240901,P013,BU004,REG002,DEP003,EBITDA,1225094.01,1215569.76,Base,Original
BUD000851,20240901,P013,BU004,REG002,DEP003,Cash Inflow,4573331.62,4739261.39,Base,Original
BUD000852,20240901,P013,BU004,REG002,DEP003,Cash Outflow,3560590.69,3696853.75,Base,Original
BUD000853,20240901,P013,BU004,REG003,DEP001,Revenue,3255786.67,3692040.23,Base,Original
BUD000854,20240901,P013,BU004,REG003,DEP006,COGS,1458455.67,1503492.94,Base,Original
BUD000855,20240901,P013,BU004,REG003,DEP005,OPEX,1188696.15,1333841.73,Base,Original
BUD000856,20240901,P013,BU004,REG003,DEP003,EBITDA,843063.58,890198.47,Base,Original
BUD000857,20240901,P013,BU004,REG003,DEP003,Cash Inflow,3087283.38,3602925.86,Base,Original
BUD000858,20240901,P013,BU004,REG003,DEP003,Cash Outflow,2549852.87,2861582.13,Base,Original
BUD000859,20240901,P013,BU004,REG004,DEP001,Revenue,1236829.39,1415830.31,Base,Original
BUD000860,20240901,P013,BU004,REG004,DEP006,COGS,527454.52,544377.65,Base,Original
BUD000861,20240901,P013,BU004,REG004,DEP005,OPEX,457296.57,495672.34,Base,Original
BUD000862,20240901,P013,BU004,REG004,DEP003,EBITDA,361006.65,372377.34,Base,Original
BUD000863,20240901,P013,BU004,REG004,DEP003,Cash Inflow,1193198.37,1406424.85,Base,Original
BUD000864,20240901,P013,BU004,REG004,DEP003,Cash Outflow,996214.47,1052444.52,Base,Original
BUD000865,20241001,P001,BU001,REG001,DEP001,Revenue,7707012.8,8107890.36,Base,Original
BUD000866,20241001,P001,BU001,REG001,DEP006,COGS,3560535.27,3743788.14,Base,Original
BUD000867,20241001,P001,BU001,REG001,DEP002,OPEX,2551890.49,2657140.71,Base,Original
BUD000868,20241001,P001,BU001,REG001,DEP003,EBITDA,1809037.64,1804055.1,Base,Original
BUD000869,20241001,P001,BU001,REG001,DEP003,Cash Inflow,7503929.73,7662237.2,Base,Original
BUD000870,20241001,P001,BU001,REG001,DEP003,Cash Outflow,6285763.62,6292610.42,Base,Original
BUD000871,20241001,P001,BU001,REG002,DEP001,Revenue,7189301.77,6906451.68,Base,Original
BUD000872,20241001,P001,BU001,REG002,DEP006,COGS,3244393.52,3219088.93,Base,Original
BUD000873,20241001,P001,BU001,REG002,DEP002,OPEX,2274832.14,2320801.41,Base,Original
BUD000874,20241001,P001,BU001,REG002,DEP003,EBITDA,1568935.02,1488939.05,Base,Original
BUD000875,20241001,P001,BU001,REG002,DEP003,Cash Inflow,6870877.5,6863754.71,Base,Original
BUD000876,20241001,P001,BU001,REG002,DEP003,Cash Outflow,5358129.3,5493725.33,Base,Original
BUD000877,20241001,P001,BU001,REG003,DEP001,Revenue,4153984.82,4490424.44,Base,Original
BUD000878,20241001,P001,BU001,REG003,DEP006,COGS,2106209.53,2062740.57,Base,Original
BUD000879,20241001,P001,BU001,REG003,DEP002,OPEX,1350498.42,1483122.3,Base,Original
BUD000880,20241001,P001,BU001,REG003,DEP003,EBITDA,995824.35,1024447.58,Base,Original
BUD000881,20241001,P001,BU001,REG003,DEP003,Cash Inflow,4082107.96,4189997.39,Base,Original
BUD000882,20241001,P001,BU001,REG003,DEP003,Cash Outflow,3282588.64,3446256.23,Base,Original
BUD000883,20241001,P001,BU001,REG004,DEP001,Revenue,2095935.28,2107752.18,Base,Original
BUD000884,20241001,P001,BU001,REG004,DEP006,COGS,983050.92,945954.55,Base,Original
BUD000885,20241001,P001,BU001,REG004,DEP002,OPEX,715580.33,766823.06,Base,Original
BUD000886,20241001,P001,BU001,REG004,DEP003,EBITDA,418421.65,424797.82,Base,Original
BUD000887,20241001,P001,BU001,REG004,DEP003,Cash Inflow,2093897.09,2078409.98,Base,Original
BUD000888,20241001,P001,BU001,REG004,DEP003,Cash Outflow,1633200.47,1765346.12,Base,Original
BUD000889,20241001,P005,BU002,REG001,DEP001,Revenue,8214826.65,8779320.42,Base,Original
BUD000890,20241001,P005,BU002,REG001,DEP006,COGS,4003280.77,4047378.44,Base,Original
BUD000891,20241001,P005,BU002,REG001,DEP005,OPEX,2838748.22,3062836.91,Base,Original
BUD000892,20241001,P005,BU002,REG001,DEP003,EBITDA,1716834.31,1685683.8,Base,Original
BUD000893,20241001,P005,BU002,REG001,DEP003,Cash Inflow,7590361.18,8365893.88,Base,Original
BUD000894,20241001,P005,BU002,REG001,DEP003,Cash Outflow,6915858.19,7300732.57,Base,Original
BUD000895,20241001,P005,BU002,REG002,DEP001,Revenue,6627448.18,6567297.26,Base,Original
BUD000896,20241001,P005,BU002,REG002,DEP006,COGS,2916381.94,2929117.06,Base,Original
BUD000897,20241001,P005,BU002,REG002,DEP005,OPEX,2121659.35,2330645.74,Base,Original
BUD000898,20241001,P005,BU002,REG002,DEP003,EBITDA,1319380.48,1269760.91,Base,Original
BUD000899,20241001,P005,BU002,REG002,DEP003,Cash Inflow,6184239.51,6450555.67,Base,Original
BUD000900,20241001,P005,BU002,REG002,DEP003,Cash Outflow,5095730.03,5167696.61,Base,Original
BUD000901,20241001,P005,BU002,REG003,DEP001,Revenue,5179088.21,5578041.68,Base,Original
BUD000902,20241001,P005,BU002,REG003,DEP006,COGS,2419870.11,2580094.05,Base,Original
BUD000903,20241001,P005,BU002,REG003,DEP005,OPEX,1814478.47,2000181.01,Base,Original
BUD000904,20241001,P005,BU002,REG003,DEP003,EBITDA,1080128.9,1113156.55,Base,Original
BUD000905,20241001,P005,BU002,REG003,DEP003,Cash Inflow,4925613.27,5538699.55,Base,Original
BUD000906,20241001,P005,BU002,REG003,DEP003,Cash Outflow,4342362.05,4703169.01,Base,Original
BUD000907,20241001,P005,BU002,REG004,DEP001,Revenue,3362361.85,3595728.19,Base,Original
BUD000908,20241001,P005,BU002,REG004,DEP006,COGS,1476656.2,1525948.09,Base,Original
BUD000909,20241001,P005,BU002,REG004,DEP005,OPEX,1091817.74,1165166.8,Base,Original
BUD000910,20241001,P005,BU002,REG004,DEP003,EBITDA,753926.76,751302.09,Base,Original
BUD000911,20241001,P005,BU002,REG004,DEP003,Cash Inflow,3154906.68,3263885.71,Base,Original
BUD000912,20241001,P005,BU002,REG004,DEP003,Cash Outflow,2616544.03,2858641.72,Base,Original
BUD000913,20241001,P009,BU003,REG001,DEP001,Revenue,7416182.59,7993599.25,Base,Original
BUD000914,20241001,P009,BU003,REG001,DEP006,COGS,3481527.03,3169562.83,Base,Original
BUD000915,20241001,P009,BU003,REG001,DEP005,OPEX,2219119.6,2381528.79,Base,Original
BUD000916,20241001,P009,BU003,REG001,DEP003,EBITDA,2154574.94,2164261.5,Base,Original
BUD000917,20241001,P009,BU003,REG001,DEP003,Cash Inflow,6958986.72,7287150.3,Base,Original
BUD000918,20241001,P009,BU003,REG001,DEP003,Cash Outflow,5211110.86,5622647.21,Base,Original
BUD000919,20241001,P009,BU003,REG002,DEP001,Revenue,9318494.32,9079211.84,Base,Original
BUD000920,20241001,P009,BU003,REG002,DEP006,COGS,3859621.96,3571371.06,Base,Original
BUD000921,20241001,P009,BU003,REG002,DEP005,OPEX,2575408.24,2759979.46,Base,Original
BUD000922,20241001,P009,BU003,REG002,DEP003,EBITDA,2727903.13,2595779.8,Base,Original
BUD000923,20241001,P009,BU003,REG002,DEP003,Cash Inflow,9246605.29,8668179.08,Base,Original
BUD000924,20241001,P009,BU003,REG002,DEP003,Cash Outflow,6047386.4,6554233.29,Base,Original
BUD000925,20241001,P009,BU003,REG003,DEP001,Revenue,3888167.39,4247226.46,Base,Original
BUD000926,20241001,P009,BU003,REG003,DEP006,COGS,1658703.33,1688175.07,Base,Original
BUD000927,20241001,P009,BU003,REG003,DEP005,OPEX,1289628.53,1371380.93,Base,Original
BUD000928,20241001,P009,BU003,REG003,DEP003,EBITDA,1160009.46,1127363.56,Base,Original
BUD000929,20241001,P009,BU003,REG003,DEP003,Cash Inflow,3698685.53,3968545.04,Base,Original
BUD000930,20241001,P009,BU003,REG003,DEP003,Cash Outflow,2887226.88,3074068.23,Base,Original
BUD000931,20241001,P009,BU003,REG004,DEP001,Revenue,1741031.01,1712340.17,Base,Original
BUD000932,20241001,P009,BU003,REG004,DEP006,COGS,742741.51,725103.16,Base,Original
BUD000933,20241001,P009,BU003,REG004,DEP005,OPEX,535329.98,568182.7,Base,Original
BUD000934,20241001,P009,BU003,REG004,DEP003,EBITDA,435232.81,418959.19,Base,Original
BUD000935,20241001,P009,BU003,REG004,DEP003,Cash Inflow,1615095.21,1685001.02,Base,Original
BUD000936,20241001,P009,BU003,REG004,DEP003,Cash Outflow,1261506.92,1310946.0,Base,Original
BUD000937,20241001,P013,BU004,REG001,DEP001,Revenue,5356245.71,6313712.07,Base,Original
BUD000938,20241001,P013,BU004,REG001,DEP006,COGS,2596478.57,2582181.73,Base,Original
BUD000939,20241001,P013,BU004,REG001,DEP005,OPEX,2016087.1,2120641.42,Base,Original
BUD000940,20241001,P013,BU004,REG001,DEP003,EBITDA,1388847.61,1481603.73,Base,Original
BUD000941,20241001,P013,BU004,REG001,DEP003,Cash Inflow,5143782.97,5769902.31,Base,Original
BUD000942,20241001,P013,BU004,REG001,DEP003,Cash Outflow,4521096.72,4651225.95,Base,Original
BUD000943,20241001,P013,BU004,REG002,DEP001,Revenue,4259278.46,4507114.26,Base,Original
BUD000944,20241001,P013,BU004,REG002,DEP006,COGS,1861918.42,1894901.15,Base,Original
BUD000945,20241001,P013,BU004,REG002,DEP005,OPEX,1529484.67,1690776.95,Base,Original
BUD000946,20241001,P013,BU004,REG002,DEP003,EBITDA,969815.57,978889.72,Base,Original
BUD000947,20241001,P013,BU004,REG002,DEP003,Cash Inflow,4132409.49,4278072.05,Base,Original
BUD000948,20241001,P013,BU004,REG002,DEP003,Cash Outflow,3412225.15,3615258.99,Base,Original
BUD000949,20241001,P013,BU004,REG003,DEP001,Revenue,2891804.32,3294797.54,Base,Original
BUD000950,20241001,P013,BU004,REG003,DEP006,COGS,1310388.5,1310314.98,Base,Original
BUD000951,20241001,P013,BU004,REG003,DEP005,OPEX,1065108.85,1166731.77,Base,Original
BUD000952,20241001,P013,BU004,REG003,DEP003,EBITDA,761127.26,837760.21,Base,Original
BUD000953,20241001,P013,BU004,REG003,DEP003,Cash Inflow,2764102.63,3107313.5,Base,Original
BUD000954,20241001,P013,BU004,REG003,DEP003,Cash Outflow,2310468.64,2494492.46,Base,Original
BUD000955,20241001,P013,BU004,REG004,DEP001,Revenue,2658915.64,3026886.2,Base,Original
BUD000956,20241001,P013,BU004,REG004,DEP006,COGS,1209588.03,1221976.18,Base,Original
BUD000957,20241001,P013,BU004,REG004,DEP005,OPEX,1030915.19,1086096.51,Base,Original
BUD000958,20241001,P013,BU004,REG004,DEP003,EBITDA,660202.22,696500.33,Base,Original
BUD000959,20241001,P013,BU004,REG004,DEP003,Cash Inflow,2566271.3,2921071.29,Base,Original
BUD000960,20241001,P013,BU004,REG004,DEP003,Cash Outflow,2180329.18,2396675.6,Base,Original
BUD000961,20241101,P001,BU001,REG001,DEP001,Revenue,9494692.45,10523266.5,Base,Original
BUD000962,20241101,P001,BU001,REG001,DEP006,COGS,4380240.16,4526873.18,Base,Original
BUD000963,20241101,P001,BU001,REG001,DEP002,OPEX,3203274.88,3264566.52,Base,Original
BUD000964,20241101,P001,BU001,REG001,DEP003,EBITDA,2225316.11,2259526.05,Base,Original
BUD000965,20241101,P001,BU001,REG001,DEP003,Cash Inflow,9104821.87,9831313.96,Base,Original
BUD000966,20241101,P001,BU001,REG001,DEP003,Cash Outflow,7386921.71,7840442.31,Base,Original
BUD000967,20241101,P001,BU001,REG002,DEP001,Revenue,6511717.9,6135403.71,Base,Original
BUD000968,20241101,P001,BU001,REG002,DEP006,COGS,2842657.99,2767836.41,Base,Original
BUD000969,20241101,P001,BU001,REG002,DEP002,OPEX,1968986.98,2164826.26,Base,Original
BUD000970,20241101,P001,BU001,REG002,DEP003,EBITDA,1428258.91,1349726.27,Base,Original
BUD000971,20241101,P001,BU001,REG002,DEP003,Cash Inflow,5855262.62,5920604.0,Base,Original
BUD000972,20241101,P001,BU001,REG002,DEP003,Cash Outflow,4540085.28,4805752.81,Base,Original
BUD000973,20241101,P001,BU001,REG003,DEP001,Revenue,4589162.25,4955392.59,Base,Original
BUD000974,20241101,P001,BU001,REG003,DEP006,COGS,2111070.29,2243517.76,Base,Original
BUD000975,20241101,P001,BU001,REG003,DEP002,OPEX,1575875.43,1672478.69,Base,Original
BUD000976,20241101,P001,BU001,REG003,DEP003,EBITDA,1061058.62,1072053.55,Base,Original
BUD000977,20241101,P001,BU001,REG003,DEP003,Cash Inflow,4535965.81,4674869.41,Base,Original
BUD000978,20241101,P001,BU001,REG003,DEP003,Cash Outflow,3615892.92,3808403.14,Base,Original
BUD000979,20241101,P001,BU001,REG004,DEP001,Revenue,2545705.23,2599113.7,Base,Original
BUD000980,20241101,P001,BU001,REG004,DEP006,COGS,1174687.09,1112973.5,Base,Original
BUD000981,20241101,P001,BU001,REG004,DEP002,OPEX,791298.63,865512.89,Base,Original
BUD000982,20241101,P001,BU001,REG004,DEP003,EBITDA,613624.97,602782.42,Base,Original
BUD000983,20241101,P001,BU001,REG004,DEP003,Cash Inflow,2419683.81,2418130.09,Base,Original
BUD000984,20241101,P001,BU001,REG004,DEP003,Cash Outflow,1944284.53,2033991.09,Base,Original
BUD000985,20241101,P005,BU002,REG001,DEP001,Revenue,10187328.76,10569565.22,Base,Original
BUD000986,20241101,P005,BU002,REG001,DEP006,COGS,4565710.41,4959275.0,Base,Original
BUD000987,20241101,P005,BU002,REG001,DEP005,OPEX,3693986.99,3840183.36,Base,Original
BUD000988,20241101,P005,BU002,REG001,DEP003,EBITDA,2096489.06,2068436.88,Base,Original
BUD000989,20241101,P005,BU002,REG001,DEP003,Cash Inflow,9770976.44,10353667.39,Base,Original
BUD000990,20241101,P005,BU002,REG001,DEP003,Cash Outflow,7980333.89,8638011.45,Base,Original
BUD000991,20241101,P005,BU002,REG002,DEP001,Revenue,6814006.69,6769789.27,Base,Original
BUD000992,20241101,P005,BU002,REG002,DEP006,COGS,3249146.39,3189518.67,Base,Original
BUD000993,20241101,P005,BU002,REG002,DEP005,OPEX,2426429.91,2703538.96,Base,Original
BUD000994,20241101,P005,BU002,REG002,DEP003,EBITDA,943314.15,883191.45,Base,Original
BUD000995,20241101,P005,BU002,REG002,DEP003,Cash Inflow,6164624.89,6362277.79,Base,Original
BUD000996,20241101,P005,BU002,REG002,DEP003,Cash Outflow,5307580.47,6011694.92,Base,Original
BUD000997,20241101,P005,BU002,REG003,DEP001,Revenue,4664990.75,5284110.49,Base,Original
BUD000998,20241101,P005,BU002,REG003,DEP006,COGS,2343313.88,2302072.76,Base,Original
BUD000999,20241101,P005,BU002,REG003,DEP005,OPEX,1630150.82,1800163.52,Base,Original
BUD001000,20241101,P005,BU002,REG003,DEP003,EBITDA,1101889.56,1098643.66,Base,Original
BUD001001,20241101,P005,BU002,REG003,DEP003,Cash Inflow,4386453.93,4820332.67,Base,Original
BUD001002,20241101,P005,BU002,REG003,DEP003,Cash Outflow,3876248.49,3984525.45,Base,Original
BUD001003,20241101,P005,BU002,REG004,DEP001,Revenue,2686528.8,2797101.5,Base,Original
BUD001004,20241101,P005,BU002,REG004,DEP006,COGS,1252720.97,1301552.79,Base,Original
BUD001005,20241101,P005,BU002,REG004,DEP005,OPEX,937808.62,1014337.42,Base,Original
BUD001006,20241101,P005,BU002,REG004,DEP003,EBITDA,487303.38,458550.35,Base,Original
BUD001007,20241101,P005,BU002,REG004,DEP003,Cash Inflow,2672162.36,2621177.84,Base,Original
BUD001008,20241101,P005,BU002,REG004,DEP003,Cash Outflow,2127173.87,2255404.85,Base,Original
BUD001009,20241101,P009,BU003,REG001,DEP001,Revenue,10166343.38,10725393.79,Base,Original
BUD001010,20241101,P009,BU003,REG001,DEP006,COGS,4593103.57,4436000.17,Base,Original
BUD001011,20241101,P009,BU003,REG001,DEP005,OPEX,3243776.14,3393698.57,Base,Original
BUD001012,20241101,P009,BU003,REG001,DEP003,EBITDA,2903495.9,2887884.69,Base,Original
BUD001013,20241101,P009,BU003,REG001,DEP003,Cash Inflow,9783087.21,10221536.91,Base,Original
BUD001014,20241101,P009,BU003,REG001,DEP003,Cash Outflow,7316723.21,7577671.37,Base,Original
BUD001015,20241101,P009,BU003,REG002,DEP001,Revenue,7625394.36,7478112.26,Base,Original
BUD001016,20241101,P009,BU003,REG002,DEP006,COGS,3259106.34,2963192.11,Base,Original
